8719at7147,3R
8729at7147,3L
8776at7147,2R
8777at7147,3R
8820at7147,3L
8830at7147,3R
8858at7147,2L
8902at7147,3L
8929at7147,2L
8935at7147,2L
8968at7147,3R
8971at7147,X
8997at7147,X
9003at7147,2R
9017at7147,2R
9059at7147,2L
9064at7147,3R
9067at7147,3R
9084at7147,3R
9107at7147,3R
9117at7147,3R
9118at7147,3L
9148at7147,X
9161at7147,2R
9166at7147,X
9178at7147,2R
9202at7147,X
9219at7147,3R
9260at7147,2L
9277at7147,2R
9295at7147,3L
9303at7147,3L
9326at7147,3L
9336at7147,2L
9337at7147,X
9357at7147,2R
9363at7147,3R
9373at7147,3R
9424at7147,2L
9447at7147,2R
9534at7147,2R
9566at7147,X
9569at7147,2R
9581at7147,X
9594at7147,3R
9608at7147,3L
9655at7147,3L
9671at7147,3R
9673at7147,2L
9679at7147,X
9705at7147,2L
9709at7147,2R
9717at7147,2R
9747at7147,X
9762at7147,3L
9777at7147,2R
9779at7147,3L
9792at7147,X
9809at7147,2R
9828at7147,3R
9834at7147,3R
9837at7147,2L
9844at7147,3R
9848at7147,3L
9853at7147,3L
9872at7147,2R
9926at7147,X
9929at7147,3L
9963at7147,2L
9987at7147,X
10003at7147,2R
10012at7147,2L
10021at7147,2R
10036at7147,X
10087at7147,2L
10103at7147,2R
10126at7147,X
10146at7147,3R
10162at7147,3R
10172at7147,2L
10174at7147,2L
10192at7147,3R
10205at7147,3L
10213at7147,2R
10216at7147,2L
10234at7147,2R
10241at7147,X
10251at7147,3L
10272at7147,2R
10316at7147,3L
10350at7147,X
10352at7147,3L
10371at7147,2R
10378at7147,2R
10392at7147,3R
10420at7147,3L
10426at7147,2L
10433at7147,3R
10441at7147,2R
10481at7147,X
10506at7147,2R
10512at7147,3L
10520at7147,3R
10531at7147,3L
10536at7147,2L
10625at7147,2L
10627at7147,X
10672at7147,2R
10687at7147,3R
10726at7147,2R
10759at7147,3L
10764at7147,2L
10777at7147,3L
10797at7147,3L
10808at7147,3L
10812at7147,2L
10826at7147,3L
10839at7147,3L
10848at7147,3R
10855at7147,3R
10872at7147,3R
10879at7147,3L
10888at7147,3L
10891at7147,2R
10893at7147,X
10900at7147,2R
10927at7147,2R
10937at7147,2L
10963at7147,3R
10970at7147,X
10997at7147,2R
11012at7147,X
11041at7147,2L
11078at7147,3L
11083at7147,2R
11105at7147,3L
11125at7147,X
11165at7147,3R
11179at7147,3R
11183at7147,3R
11193at7147,3L
11268at7147,3R
11310at7147,X
11311at7147,X
11362at7147,2L
11384at7147,2L
11388at7147,3R
11394at7147,2R
11408at7147,2R
11437at7147,3R
11476at7147,X
11487at7147,2L
11495at7147,2R
11593at7147,3R
11599at7147,X
11623at7147,3L
11673at7147,3R
11681at7147,2R
11713at7147,2R
11767at7147,X
11794at7147,2L
11809at7147,3L
11832at7147,3L
11854at7147,3R
11870at7147,3R
11891at7147,X
11909at7147,2L
11914at7147,3R
11923at7147,3R
11951at7147,3L
11987at7147,X
12067at7147,3L
12095at7147,3R
12102at7147,3R
12185at7147,3L
12192at7147,2L
12214at7147,3R
12250at7147,2L
12257at7147,X
12291at7147,X
12320at7147,3R
12361at7147,2L
12368at7147,3L
12403at7147,3L
12426at7147,3L
12434at7147,X
12448at7147,3R
12484at7147,3R
12498at7147,2R
12524at7147,2R
12548at7147,3R
12554at7147,X
12665at7147,3L
12684at7147,3R
12697at7147,X
12708at7147,3R
12806at7147,2R
12808at7147,3R
12809at7147,X
12831at7147,3R
12835at7147,2R
12843at7147,3L
12852at7147,3L
12913at7147,3L
12916at7147,3R
12922at7147,3R
12935at7147,2R
12938at7147,3L
12959at7147,2R
12961at7147,X
13072at7147,3L
13150at7147,3L
13201at7147,X
13206at7147,3R
13221at7147,2L
13267at7147,2R
13288at7147,2R
13358at7147,2L
13368at7147,X
13374at7147,X
13402at7147,2L
13413at7147,3R
13415at7147,3L
13429at7147,2L
13442at7147,3R
13446at7147,2L
13486at7147,3L
13499at7147,3R
13510at7147,2R
13511at7147,2L
13548at7147,2L
13606at7147,2R
13637at7147,2L
13645at7147,X
13662at7147,X
13664at7147,2R
13678at7147,X
13719at7147,2R
13745at7147,3L
13754at7147,2R
13769at7147,X
13772at7147,3R
13828at7147,X
13837at7147,3L
13844at7147,3R
13871at7147,3R
13877at7147,3L
13880at7147,2L
13885at7147,X
13888at7147,X
13892at7147,3L
13896at7147,2R
13921at7147,3R
13925at7147,3L
13926at7147,3L
13930at7147,2R
13936at7147,2R
13948at7147,2L
13960at7147,3L
13964at7147,X
13969at7147,2L
13976at7147,3L
13982at7147,X
13983at7147,X
14057at7147,X
14069at7147,2L
14098at7147,X
14119at7147,2R
14136at7147,3R
14146at7147,3R
14162at7147,2R
14180at7147,X
14184at7147,3L
14196at7147,2L
14219at7147,2R
14234at7147,4
14254at7147,3L
14255at7147,X
14257at7147,3R
14270at7147,3R
14276at7147,X
14309at7147,3L
14333at7147,3R
14334at7147,3R
14340at7147,X
14354at7147,X
14367at7147,3L
14378at7147,3L
14412at7147,X
14426at7147,3L
14432at7147,2L
14481at7147,3R
14482at7147,2L
14488at7147,2R
14495at7147,3R
14506at7147,2L
14508at7147,3R
14525at7147,3L
14561at7147,3L
14614at7147,2R
14625at7147,2L
14626at7147,3R
14688at7147,2R
14739at7147,2L
14756at7147,X
14774at7147,2L
14783at7147,X
14801at7147,2R
14803at7147,3R
14816at7147,3R
14825at7147,X
14838at7147,2L
14844at7147,2R
14862at7147,3R
14881at7147,2L
14886at7147,3L
14899at7147,X
14914at7147,2L
14933at7147,3L
14952at7147,3R
14969at7147,3L
14996at7147,2L
15010at7147,X
15021at7147,2L
15046at7147,3L
15060at7147,3R
15072at7147,2R
15095at7147,2R
15115at7147,3R
15144at7147,2R
15162at7147,X
15218at7147,3R
15235at7147,2L
15236at7147,3R
15247at7147,2R
15248at7147,3R
15254at7147,X
15295at7147,2R
15319at7147,2R
15331at7147,2L
15349at7147,2L
15355at7147,3R
15357at7147,2R
15415at7147,2R
15427at7147,3L
15458at7147,3R
15479at7147,3L
15484at7147,2L
15511at7147,3R
15520at7147,2L
15533at7147,3L
15535at7147,X
15557at7147,X
15589at7147,2R
15594at7147,3L
15650at7147,X
15691at7147,2L
15693at7147,X
15697at7147,2R
15731at7147,2R
15751at7147,X
15759at7147,2R
15769at7147,2R
15780at7147,2R
15788at7147,2L
15798at7147,2L
15804at7147,3L
15824at7147,2R
15838at7147,3R
15841at7147,3L
15849at7147,3R
15868at7147,2L
15888at7147,3R
15910at7147,3L
15913at7147,X
15924at7147,3R
15942at7147,3R
15947at7147,2L
15985at7147,2R
16001at7147,X
16005at7147,2R
16029at7147,2L
16069at7147,2R
16088at7147,2R
16156at7147,3R
16207at7147,3R
16209at7147,3L
16223at7147,2R
16269at7147,3R
16294at7147,3R
16309at7147,2R
16321at7147,2R
16368at7147,2L
16385at7147,3R
16390at7147,3R
16392at7147,3R
16404at7147,3R
16416at7147,3R
16426at7147,2R
16468at7147,3L
16477at7147,3L
16484at7147,3R
16499at7147,3R
16510at7147,3L
16536at7147,2L
16541at7147,2L
16573at7147,3L
16582at7147,3L
16602at7147,2R
16621at7147,3L
16654at7147,2L
16700at7147,2R
16704at7147,2L
16706at7147,2R
16793at7147,3R
16806at7147,3R
16807at7147,3R
16820at7147,3L
16827at7147,3R
16831at7147,X
16833at7147,2L
16851at7147,3L
16871at7147,3L
16900at7147,3L
16910at7147,2R
16912at7147,X
16925at7147,3L
16926at7147,X
16972at7147,2R
17011at7147,3L
17030at7147,X
17064at7147,X
17067at7147,3L
17094at7147,X
17110at7147,2R
17130at7147,2R
17155at7147,3L
17164at7147,3L
17173at7147,3R
17175at7147,X
17176at7147,3L
17191at7147,X
17194at7147,2R
17197at7147,X
17199at7147,3L
17231at7147,X
17275at7147,3R
17280at7147,3L
17341at7147,3R
17367at7147,2R
17374at7147,2R
17392at7147,2R
17450at7147,2L
17458at7147,2L
17462at7147,3R
17467at7147,3R
17523at7147,X
17531at7147,3R
17535at7147,4
17576at7147,3R
17605at7147,3R
17607at7147,3R
17616at7147,3L
17657at7147,2R
17669at7147,3R
17677at7147,2R
17682at7147,3L
17686at7147,2R
17694at7147,3R
17699at7147,2R
17701at7147,3R
17711at7147,3L
17712at7147,3R
17764at7147,2L
17781at7147,X
17796at7147,2R
17802at7147,X
17803at7147,2L
17815at7147,2R
17819at7147,3L
17835at7147,3L
17902at7147,2R
17905at7147,3R
17918at7147,3L
17922at7147,3L
17947at7147,3L
17957at7147,X
17989at7147,3L
18000at7147,2L
18017at7147,2L
18042at7147,3R
18097at7147,3L
18153at7147,2L
18167at7147,3R
18233at7147,X
18262at7147,2R
18309at7147,2R
18316at7147,3L
18318at7147,3L
18331at7147,3L
18389at7147,2L
18393at7147,2R
18465at7147,3R
18494at7147,2R
18514at7147,3R
18521at7147,2L
18529at7147,3R
18544at7147,3L
18551at7147,3R
18561at7147,3L
18564at7147,3L
18587at7147,X
18642at7147,3R
18686at7147,2L
18757at7147,3R
18759at7147,2R
18773at7147,2L
18797at7147,3L
18862at7147,3R
18875at7147,X
18892at7147,X
18914at7147,2L
18967at7147,3R
18970at7147,2R
19016at7147,2R
19060at7147,2L
19095at7147,2L
19232at7147,2R
19240at7147,3L
19243at7147,2L
19298at7147,2L
19314at7147,2R
19350at7147,2R
19377at7147,X
19391at7147,X
19401at7147,X
19449at7147,X
19459at7147,2L
19475at7147,3R
19505at7147,3R
19517at7147,3R
19518at7147,2L
19550at7147,3R
19562at7147,X
19567at7147,X
19571at7147,X
19575at7147,3R
19591at7147,2L
19601at7147,X
19617at7147,2R
19641at7147,2R
19666at7147,3R
19706at7147,X
19741at7147,X
19745at7147,X
19765at7147,X
19831at7147,2L
19855at7147,3R
19859at7147,X
19899at7147,2L
19915at7147,2L
19929at7147,3L
19943at7147,3R
19946at7147,3R
19956at7147,2R
19959at7147,2L
20019at7147,2R
20030at7147,2R
20050at7147,2R
20077at7147,2L
20119at7147,X
20145at7147,3L
20155at7147,2R
20167at7147,X
20175at7147,2L
20186at7147,3R
20206at7147,3L
20227at7147,3L
20252at7147,3R
20280at7147,X
20349at7147,3L
20351at7147,3L
20400at7147,3L
20451at7147,2L
20465at7147,X
20504at7147,3R
20521at7147,2L
20540at7147,3L
20603at7147,3R
20612at7147,2R
20676at7147,X
20684at7147,3R
20706at7147,3R
20708at7147,2R
20721at7147,3R
20724at7147,3L
20759at7147,3R
20777at7147,2L
20780at7147,2R
20790at7147,3L
20808at7147,2L
20817at7147,3R
20829at7147,3R
20838at7147,2L
20839at7147,2L
20840at7147,3R
20895at7147,2R
20943at7147,2R
20952at7147,3R
20966at7147,3R
20982at7147,3L
20993at7147,3L
21008at7147,2R
21017at7147,3R
21063at7147,3R
21101at7147,X
21125at7147,4
21142at7147,2L
21168at7147,3L
21179at7147,X
21186at7147,X
21208at7147,2R
21223at7147,3L
21242at7147,X
21252at7147,2R
21256at7147,2R
21290at7147,2R
21382at7147,X
21406at7147,2L
21415at7147,3L
21668at7147,X
21695at7147,2R
21716at7147,2L
21727at7147,2R
21738at7147,X
21742at7147,3L
21751at7147,2L
21803at7147,2L
21828at7147,3L
21846at7147,3L
21851at7147,3L
21866at7147,3R
21880at7147,2R
21904at7147,2R
22012at7147,3R
22017at7147,2L
22042at7147,3R
22054at7147,3R
22067at7147,3R
22088at7147,3L
22094at7147,3R
22137at7147,X
22226at7147,X
22228at7147,2R
22280at7147,2L
22307at7147,3L
22318at7147,3R
22326at7147,2R
22337at7147,2L
22343at7147,X
22365at7147,2R
22386at7147,3R
22404at7147,3R
22412at7147,2L
22422at7147,3R
22440at7147,X
22463at7147,3R
22531at7147,3L
22551at7147,X
22554at7147,X
22566at7147,3L
22575at7147,2L
22577at7147,2R
22578at7147,2R
22609at7147,2L
22620at7147,3R
22656at7147,X
22659at7147,X
22678at7147,3L
22680at7147,3R
22699at7147,X
22765at7147,3L
22781at7147,2R
22792at7147,2L
22804at7147,3L
22821at7147,3L
22867at7147,X
22903at7147,X
22915at7147,2R
22925at7147,3L
22944at7147,3R
22962at7147,3R
22971at7147,2L
22978at7147,3L
22994at7147,3R
22997at7147,3R
23039at7147,3L
23062at7147,2R
23079at7147,X
23111at7147,3R
23133at7147,X
23144at7147,X
23164at7147,3R
23165at7147,3R
23195at7147,X
23222at7147,3R
23230at7147,3L
23271at7147,2R
23288at7147,2L
23326at7147,2L
23343at7147,3L
23349at7147,X
23356at7147,X
23416at7147,3L
23440at7147,2R
23455at7147,2R
23463at7147,3R
23502at7147,X
23508at7147,2R
23525at7147,2L
23557at7147,X
23564at7147,X
23580at7147,3R
23614at7147,2L
23618at7147,3R
23623at7147,2L
23744at7147,2L
23771at7147,3R
23803at7147,2L
23804at7147,3R
23816at7147,2R
23821at7147,2L
23840at7147,3L
23853at7147,2R
23858at7147,2R
23859at7147,2R
23871at7147,X
23902at7147,2R
23956at7147,2L
23968at7147,X
23970at7147,3R
23975at7147,2R
23983at7147,2L
23988at7147,3L
24060at7147,3R
24065at7147,3R
24076at7147,2R
24094at7147,X
24103at7147,3R
24119at7147,3R
24137at7147,3R
24200at7147,3L
24204at7147,3R
24241at7147,3L
24250at7147,2L
24253at7147,X
24263at7147,2L
24267at7147,3R
24270at7147,2R
24292at7147,X
24325at7147,3L
24329at7147,2R
24337at7147,2L
24373at7147,3R
24450at7147,2L
24459at7147,X
24462at7147,X
24491at7147,3R
24499at7147,2L
24524at7147,3L
24544at7147,3L
24552at7147,2L
24567at7147,3L
24583at7147,3L
24586at7147,3L
24608at7147,3L
24614at7147,X
24638at7147,2R
24648at7147,X
24713at7147,3L
24743at7147,2R
24746at7147,3R
24754at7147,3R
24775at7147,3L
24802at7147,2R
24824at7147,3L
24849at7147,2L
24875at7147,3L
24895at7147,2R
24903at7147,3R
24934at7147,2R
24937at7147,3L
24943at7147,3R
24954at7147,X
24955at7147,X
24988at7147,X
25000at7147,X
25016at7147,3R
25058at7147,2R
25061at7147,3L
25085at7147,2R
25096at7147,2L
25153at7147,3R
25168at7147,X
25194at7147,3R
25199at7147,3L
25215at7147,X
25234at7147,2R
25266at7147,3R
25277at7147,X
25282at7147,2R
25290at7147,3R
25351at7147,2R
25357at7147,3L
25366at7147,3R
25369at7147,2R
25385at7147,2R
25406at7147,3L
25438at7147,3L
25449at7147,2R
25505at7147,3R
25519at7147,2R
25544at7147,2R
25549at7147,2L
25591at7147,3R
25596at7147,3R
25602at7147,2R
25640at7147,3R
25649at7147,X
25671at7147,2R
25693at7147,3R
25717at7147,2R
25792at7147,2L
25842at7147,3R
25933at7147,2L
25939at7147,3L
25941at7147,2R
25949at7147,2L
25955at7147,2L
25963at7147,3R
25975at7147,3L
25988at7147,3R
25991at7147,3R
26000at7147,3R
26072at7147,3L
26110at7147,2R
26125at7147,3L
26132at7147,2L
26146at7147,2L
26149at7147,2L
26150at7147,3R
26180at7147,2R
26204at7147,3L
26214at7147,X
26228at7147,X
26274at7147,2L
26322at7147,3R
26337at7147,2L
26367at7147,2L
26370at7147,3L
26380at7147,3R
26387at7147,X
26389at7147,3R
26398at7147,X
26419at7147,3L
26459at7147,2L
26468at7147,2R
26504at7147,3R
26521at7147,3R
26582at7147,3R
26600at7147,2L
26605at7147,3R
26671at7147,2L
26748at7147,2R
26753at7147,3R
26762at7147,X
26777at7147,X
26789at7147,3R
26791at7147,2L
26792at7147,2L
26799at7147,3L
26801at7147,2L
26835at7147,2L
26874at7147,X
26876at7147,2L
26909at7147,3L
26918at7147,3R
26922at7147,2L
26948at7147,X
26954at7147,X
26963at7147,2R
26986at7147,2L
27002at7147,2R
27014at7147,2R
27055at7147,3L
27070at7147,2L
27134at7147,2L
27160at7147,2L
27220at7147,2R
27236at7147,3L
27237at7147,3L
27244at7147,2L
27246at7147,2R
27263at7147,2R
27281at7147,X
27288at7147,X
27370at7147,3R
27373at7147,2R
27388at7147,2L
27420at7147,3R
27427at7147,3L
27431at7147,3L
27504at7147,X
27526at7147,2R
27548at7147,2L
27575at7147,3R
27616at7147,3L
27631at7147,3L
27633at7147,3R
27655at7147,3L
27672at7147,2L
27701at7147,3L
27714at7147,3L
27730at7147,2R
27761at7147,X
27770at7147,3L
27815at7147,3L
27820at7147,X
27841at7147,3R
27849at7147,2R
27907at7147,2L
27930at7147,3R
27931at7147,3R
27936at7147,3R
27952at7147,3L
27975at7147,2R
28005at7147,3L
28015at7147,2L
28056at7147,2R
28073at7147,X
28128at7147,2R
28130at7147,2L
28148at7147,3R
28191at7147,3L
28192at7147,2L
28208at7147,3R
28210at7147,X
28226at7147,2L
28253at7147,3R
28287at7147,3R
28318at7147,2L
28348at7147,2L
28356at7147,3R
28361at7147,X
28368at7147,X
28377at7147,2R
28402at7147,2L
28428at7147,2R
28459at7147,3R
28469at7147,3R
28492at7147,3L
28538at7147,3R
28549at7147,X
28551at7147,X
28559at7147,2R
28571at7147,3R
28603at7147,2L
28604at7147,2L
28637at7147,3L
28651at7147,3L
28673at7147,2R
28676at7147,3R
28685at7147,2L
28693at7147,X
28713at7147,2L
28735at7147,3R
28749at7147,2L
28791at7147,2R
28798at7147,3L
28835at7147,2R
28837at7147,2R
28855at7147,2R
28861at7147,3R
28889at7147,2L
28906at7147,2L
28926at7147,2R
28979at7147,3R
29006at7147,3R
29046at7147,3R
29052at7147,2L
29073at7147,2R
29083at7147,2L
29095at7147,2L
29100at7147,3R
29111at7147,2R
29141at7147,3L
29154at7147,X
29162at7147,2L
29168at7147,3R
29186at7147,2R
29198at7147,2L
29212at7147,2L
29233at7147,3R
29239at7147,2R
29268at7147,3R
29277at7147,2L
29281at7147,2L
29288at7147,3R
29311at7147,X
29328at7147,3L
29339at7147,2L
29352at7147,3L
29364at7147,2R
29366at7147,3R
29417at7147,3R
29425at7147,3R
29429at7147,3R
29440at7147,2L
29484at7147,2R
29507at7147,2R
29529at7147,3R
29552at7147,2R
29581at7147,2R
29582at7147,2L
29644at7147,2R
29711at7147,3R
29714at7147,3L
29717at7147,3R
29744at7147,2L
29754at7147,3R
29766at7147,3R
29789at7147,3L
29795at7147,3R
29860at7147,2L
29889at7147,X
29906at7147,X
29908at7147,3L
29931at7147,2R
29994at7147,3L
30000at7147,X
30068at7147,2L
30097at7147,3R
30128at7147,2L
30134at7147,3L
30165at7147,3R
30184at7147,3L
30248at7147,2R
30250at7147,2L
30260at7147,2L
30269at7147,2L
30313at7147,3L
30324at7147,X
30343at7147,2R
30359at7147,3R
30365at7147,3R
30391at7147,3L
30434at7147,X
30439at7147,2L
30441at7147,2R
30447at7147,3L
30475at7147,X
30497at7147,2R
30510at7147,3L
30551at7147,2L
30627at7147,2R
30641at7147,3L
30655at7147,3R
30657at7147,X
30675at7147,X
30695at7147,3R
30711at7147,2L
30720at7147,2L
30730at7147,3R
30760at7147,3L
30773at7147,3L
30786at7147,2L
30809at7147,2L
30816at7147,3L
30832at7147,2R
30895at7147,3R
30903at7147,X
30913at7147,2R
30930at7147,2L
30931at7147,X
30962at7147,X
30988at7147,2R
31013at7147,2R
31040at7147,X
31043at7147,2L
31061at7147,2R
31071at7147,2L
31118at7147,2L
31137at7147,3L
31170at7147,3R
31237at7147,3R
31241at7147,2L
31285at7147,X
31289at7147,2L
31302at7147,2R
31360at7147,3R
31375at7147,3L
31388at7147,3L
31414at7147,2L
31417at7147,3L
31423at7147,2R
31424at7147,3R
31425at7147,3L
31466at7147,X
31470at7147,2R
31484at7147,2R
31515at7147,3R
31537at7147,2R
