coverage,genome_size,contig_name,contig_rank,contig_size,contig_prop,contig_cumsum,contig_cumsum_prop
5x,180779525,scaffold_26,1,1547814,0.00856189,1547814,0.00856189
5x,180779525,contig_53,1,1524818,0.00843468,3072632,0.0169966
5x,180779525,contig_607,1,1422414,0.00786823,4495046,0.0248648
5x,180779525,scaffold_474,1,1357693,0.00751021,5852739,0.032375
5x,180779525,contig_570,1,1256974,0.00695308,7109713,0.0393281
5x,180779525,contig_8,1,1234428,0.00682836,8344141,0.0461564
5x,180779525,scaffold_18,1,1220578,0.00675175,9564719,0.0529082
5x,180779525,contig_991,1,1195341,0.00661215,10760060,0.0595203
5x,180779525,contig_397,1,1158082,0.00640605,11918142,0.0659264
5x,180779525,contig_52,1,1103988,0.00610682,13022130,0.0720332
5x,180779525,contig_720,1,1102829,0.00610041,14124959,0.0781336
5x,180779525,contig_857,1,1092949,0.00604576,15217908,0.0841794
5x,180779525,contig_401,1,1082586,0.00598843,16300494,0.0901678
5x,180779525,contig_462,1,1071185,0.00592537,17371679,0.0960932
5x,180779525,contig_990,1,1056914,0.00584643,18428593,0.10194
5x,180779525,contig_333,1,1053590,0.00582804,19482183,0.107768
5x,180779525,contig_27,1,1035277,0.00572674,20517460,0.113494
5x,180779525,contig_778,1,1031188,0.00570412,21548648,0.119198
5x,180779525,contig_34,1,991849,0.00548651,22540497,0.124685
5x,180779525,contig_49,1,969100,0.00536067,23509597,0.130046
5x,180779525,contig_263,1,963776,0.00533122,24473373,0.135377
5x,180779525,contig_1038,1,939164,0.00519508,25412537,0.140572
5x,180779525,contig_212,1,938407,0.00519089,26350944,0.145763
5x,180779525,contig_549,1,888825,0.00491662,27239769,0.15068
5x,180779525,contig_736,1,886294,0.00490262,28126063,0.155582
5x,180779525,contig_439,1,885933,0.00490063,29011996,0.160483
5x,180779525,contig_756,1,879264,0.00486374,29891260,0.165346
5x,180779525,contig_507,1,878617,0.00486016,30769877,0.170207
5x,180779525,contig_675,1,877445,0.00485367,31647322,0.17506
5x,180779525,contig_222,1,867064,0.00479625,32514386,0.179857
5x,180779525,contig_794,1,852247,0.00471429,33366633,0.184571
5x,180779525,contig_382,1,843710,0.00466707,34210343,0.189238
5x,180779525,contig_101,1,834302,0.00461502,35044645,0.193853
5x,180779525,scaffold_904,1,830526,0.00459414,35875171,0.198447
5x,180779525,contig_380,1,825858,0.00456832,36701029,0.203015
5x,180779525,contig_46,1,821070,0.00454183,37522099,0.207557
5x,180779525,contig_422,1,813655,0.00450081,38335754,0.212058
5x,180779525,contig_861,1,811099,0.00448668,39146853,0.216545
5x,180779525,contig_113,1,795767,0.00440186,39942620,0.220947
5x,180779525,contig_317,1,778277,0.00430512,40720897,0.225252
5x,180779525,contig_555,1,770773,0.00426361,41491670,0.229515
5x,180779525,contig_78,1,751468,0.00415682,42243138,0.233672
5x,180779525,contig_492,1,709012,0.00392197,42952150,0.237594
5x,180779525,contig_13,1,698414,0.00386335,43650564,0.241457
5x,180779525,contig_229,1,697398,0.00385773,44347962,0.245315
5x,180779525,scaffold_436,1,687169,0.00380114,45035131,0.249116
5x,180779525,contig_658,1,686630,0.00379816,45721761,0.252914
5x,180779525,contig_106,1,684785,0.00378796,46406546,0.256702
5x,180779525,contig_566,1,682709,0.00377647,47089255,0.260479
5x,180779525,contig_355,1,679596,0.00375925,47768851,0.264238
5x,180779525,contig_137,1,674591,0.00373157,48443442,0.26797
5x,180779525,contig_429,1,673297,0.00372441,49116739,0.271694
5x,180779525,contig_29,1,673151,0.0037236,49789890,0.275418
5x,180779525,contig_450,1,672821,0.00372178,50462711,0.27914
5x,180779525,scaffold_700,1,672791,0.00372161,51135502,0.282861
5x,180779525,contig_9,1,671597,0.00371501,51807099,0.286576
5x,180779525,contig_102,1,665350,0.00368045,52472449,0.290257
5x,180779525,contig_162,1,663029,0.00366761,53135478,0.293924
5x,180779525,contig_381,1,651275,0.00360259,53786753,0.297527
5x,180779525,contig_93,1,637541,0.00352662,54424294,0.301053
5x,180779525,contig_308,1,636478,0.00352074,55060772,0.304574
5x,180779525,contig_12,1,634266,0.00350851,55695038,0.308083
5x,180779525,contig_318,1,627134,0.00346905,56322172,0.311552
5x,180779525,contig_133,1,624432,0.00345411,56946604,0.315006
5x,180779525,contig_70,1,613741,0.00339497,57560345,0.318401
5x,180779525,contig_684,1,608756,0.00336739,58169101,0.321768
5x,180779525,contig_221,1,608640,0.00336675,58777741,0.325135
5x,180779525,contig_665,1,604984,0.00334653,59382725,0.328481
5x,180779525,contig_1001,1,604611,0.00334447,59987336,0.331826
5x,180779525,contig_269,1,604412,0.00334337,60591748,0.335169
5x,180779525,contig_713,1,602754,0.00333419,61194502,0.338504
5x,180779525,contig_515,1,600226,0.00332021,61794728,0.341824
5x,180779525,contig_750,1,596760,0.00330104,62391488,0.345125
5x,180779525,contig_645,1,592089,0.0032752,62983577,0.3484
5x,180779525,contig_167,1,580116,0.00320897,63563693,0.351609
5x,180779525,contig_316,1,577219,0.00319294,64140912,0.354802
5x,180779525,contig_344,1,575404,0.0031829,64716316,0.357985
5x,180779525,contig_539,1,567160,0.0031373,65283476,0.361122
5x,180779525,contig_103,1,563608,0.00311765,65847084,0.36424
5x,180779525,contig_249,1,556632,0.00307907,66403716,0.367319
5x,180779525,contig_408,1,537838,0.0029751,66941554,0.370294
5x,180779525,contig_72,1,534227,0.00295513,67475781,0.373249
5x,180779525,contig_964,1,533316,0.00295009,68009097,0.376199
5x,180779525,contig_403,1,531521,0.00294016,68540618,0.379139
5x,180779525,contig_96,1,527563,0.00291827,69068181,0.382058
5x,180779525,contig_262,1,526223,0.00291086,69594404,0.384968
5x,180779525,contig_130,1,516756,0.00285849,70111160,0.387827
5x,180779525,contig_297,1,512395,0.00283436,70623555,0.390661
5x,180779525,contig_958,1,503701,0.00278627,71127256,0.393448
5x,180779525,contig_464,1,501273,0.00277284,71628529,0.39622
5x,180779525,contig_980,1,498727,0.00275876,72127256,0.398979
5x,180779525,contig_613,1,498719,0.00275871,72625975,0.401738
5x,180779525,contig_271,1,495451,0.00274064,73121426,0.404478
5x,180779525,scaffold_746,1,492625,0.002725,73614051,0.407203
5x,180779525,contig_902,1,492063,0.0027219,74106114,0.409925
5x,180779525,contig_307,1,483355,0.00267373,74589469,0.412599
5x,180779525,contig_170,1,482123,0.00266691,75071592,0.415266
5x,180779525,contig_279,1,476703,0.00263693,75548295,0.417903
5x,180779525,contig_789,1,474234,0.00262327,76022529,0.420526
5x,180779525,contig_143,1,471606,0.00260874,76494135,0.423135
5x,180779525,contig_644,1,468093,0.0025893,76962228,0.425724
5x,180779525,contig_83,1,467054,0.00258356,77429282,0.428308
5x,180779525,contig_537,1,459932,0.00254416,77889214,0.430852
5x,180779525,contig_123,1,456027,0.00252256,78345241,0.433375
5x,180779525,contig_885,1,452151,0.00250112,78797392,0.435876
5x,180779525,contig_699,1,448682,0.00248193,79246074,0.438358
5x,180779525,contig_425,1,443547,0.00245352,79689621,0.440811
5x,180779525,contig_814,1,443402,0.00245272,80133023,0.443264
5x,180779525,contig_652,1,439218,0.00242958,80572241,0.445693
5x,180779525,contig_647,1,438950,0.0024281,81011191,0.448121
5x,180779525,contig_118,1,431506,0.00238692,81442697,0.450508
5x,180779525,contig_848,1,429987,0.00237852,81872684,0.452887
5x,180779525,contig_325,1,424113,0.00234602,82296797,0.455233
5x,180779525,contig_856,1,423376,0.00234195,82720173,0.457575
5x,180779525,contig_491,1,422747,0.00233847,83142920,0.459913
5x,180779525,contig_14,1,418457,0.00231474,83561377,0.462228
5x,180779525,contig_190,1,418083,0.00231267,83979460,0.464541
5x,180779525,contig_351,1,417759,0.00231088,84397219,0.466852
5x,180779525,contig_489,1,412547,0.00228204,84809766,0.469134
5x,180779525,contig_365,1,412446,0.00228149,85222212,0.471415
5x,180779525,contig_938,1,404236,0.00223607,85626448,0.473651
5x,180779525,contig_873,1,394011,0.00217951,86020459,0.475831
5x,180779525,contig_834,1,389743,0.0021559,86410202,0.477987
5x,180779525,contig_1063,1,389276,0.00215332,86799478,0.48014
5x,180779525,contig_282,1,387529,0.00214366,87187007,0.482284
5x,180779525,contig_127,1,384491,0.00212685,87571498,0.48441
5x,180779525,contig_277,1,384064,0.00212449,87955562,0.486535
5x,180779525,contig_173,1,383205,0.00211974,88338767,0.488655
5x,180779525,contig_302,1,381491,0.00211026,88720258,0.490765
5x,180779525,scaffold_650,1,380205,0.00210314,89100463,0.492868
5x,180779525,contig_526,1,380198,0.0021031,89480661,0.494971
5x,180779525,contig_296,1,375373,0.00207641,89856034,0.497048
5x,180779525,contig_524,1,372359,0.00205974,90228393,0.499107
5x,180779525,contig_107,1,371636,0.00205574,90600029,0.501163
5x,180779525,contig_220,1,371300,0.00205388,90971329,0.503217
5x,180779525,contig_281,1,369832,0.00204576,91341161,0.505263
5x,180779525,contig_557,1,368198,0.00203672,91709359,0.507299
5x,180779525,contig_1062,1,366652,0.00202817,92076011,0.509328
5x,180779525,contig_369,1,365634,0.00202254,92441645,0.51135
5x,180779525,contig_858,1,361751,0.00200106,92803396,0.513351
5x,180779525,contig_527,1,358779,0.00198462,93162175,0.515336
5x,180779525,contig_633,1,358369,0.00198235,93520544,0.517318
5x,180779525,contig_866,1,356863,0.00197402,93877407,0.519292
5x,180779525,contig_458,1,355092,0.00196423,94232499,0.521256
5x,180779525,contig_98,1,353072,0.00195305,94585571,0.52321
5x,180779525,contig_867,1,352841,0.00195178,94938412,0.525161
5x,180779525,contig_836,1,352076,0.00194754,95290488,0.527109
5x,180779525,scaffold_21,1,349612,0.00193391,95640100,0.529043
5x,180779525,contig_466,1,349385,0.00193266,95989485,0.530975
5x,180779525,contig_410,1,348465,0.00192757,96337950,0.532903
5x,180779525,contig_624,1,348454,0.00192751,96686404,0.534831
5x,180779525,contig_59,1,348305,0.00192668,97034709,0.536757
5x,180779525,contig_230,1,347149,0.00192029,97381858,0.538677
5x,180779525,contig_22,1,346084,0.0019144,97727942,0.540592
5x,180779525,contig_112,1,345890,0.00191333,98073832,0.542505
5x,180779525,contig_217,1,344324,0.00190466,98418156,0.54441
5x,180779525,contig_932,1,344054,0.00190317,98762210,0.546313
5x,180779525,contig_400,1,337331,0.00186598,99099541,0.548179
5x,180779525,contig_1078,1,335313,0.00185482,99434854,0.550034
5x,180779525,contig_995,1,330594,0.00182871,99765448,0.551863
5x,180779525,contig_1069,1,328585,0.0018176,100094033,0.55368
5x,180779525,contig_1043,1,323958,0.00179201,100417991,0.555472
5x,180779525,contig_92,1,316883,0.00175287,100734874,0.557225
5x,180779525,contig_313,1,313304,0.00173307,101048178,0.558958
5x,180779525,contig_367,1,309735,0.00171333,101357913,0.560671
5x,180779525,contig_460,1,304539,0.00168459,101662452,0.562356
5x,180779525,contig_754,1,303655,0.0016797,101966107,0.564036
5x,180779525,contig_501,1,303230,0.00167735,102269337,0.565713
5x,180779525,contig_1125,1,302790,0.00167491,102572127,0.567388
5x,180779525,contig_486,1,302534,0.0016735,102874661,0.569061
5x,180779525,contig_196,1,302326,0.00167235,103176987,0.570734
5x,180779525,contig_136,1,299702,0.00165783,103476689,0.572392
5x,180779525,contig_618,1,298343,0.00165031,103775032,0.574042
5x,180779525,contig_505,1,297529,0.00164581,104072561,0.575688
5x,180779525,contig_110,1,297398,0.00164509,104369959,0.577333
5x,180779525,contig_531,1,295163,0.00163272,104665122,0.578966
5x,180779525,contig_784,1,295133,0.00163256,104960255,0.580598
5x,180779525,contig_470,1,293510,0.00162358,105253765,0.582222
5x,180779525,contig_490,1,288729,0.00159713,105542494,0.583819
5x,180779525,contig_391,1,287859,0.00159232,105830353,0.585411
5x,180779525,contig_792,1,284092,0.00157148,106114445,0.586983
5x,180779525,contig_587,1,280238,0.00155016,106394683,0.588533
5x,180779525,contig_649,1,277987,0.00153771,106672670,0.590071
5x,180779525,contig_1028,1,274901,0.00152064,106947571,0.591591
5x,180779525,contig_1051,1,272657,0.00150823,107220228,0.593099
5x,180779525,contig_431,1,269948,0.00149324,107490176,0.594593
5x,180779525,contig_775,1,269908,0.00149302,107760084,0.596086
5x,180779525,contig_1169,1,266966,0.00147675,108027050,0.597562
5x,180779525,contig_291,1,265678,0.00146962,108292728,0.599032
5x,180779525,contig_295,1,265538,0.00146885,108558266,0.600501
5x,180779525,contig_247,1,265015,0.00146596,108823281,0.601967
5x,180779525,contig_719,1,264979,0.00146576,109088260,0.603433
5x,180779525,contig_43,1,264723,0.00146434,109352983,0.604897
5x,180779525,contig_532,1,264237,0.00146165,109617220,0.606359
5x,180779525,contig_663,1,264036,0.00146054,109881256,0.607819
5x,180779525,contig_892,1,263335,0.00145666,110144591,0.609276
5x,180779525,contig_159,1,263120,0.00145547,110407711,0.610731
5x,180779525,contig_1037,1,256490,0.0014188,110664201,0.61215
5x,180779525,contig_1060,1,256224,0.00141733,110920425,0.613567
5x,180779525,contig_825,1,256053,0.00141638,111176478,0.614984
5x,180779525,contig_916,1,255067,0.00141093,111431545,0.616395
5x,180779525,contig_494,1,254909,0.00141005,111686454,0.617805
5x,180779525,contig_32,1,253130,0.00140021,111939584,0.619205
5x,180779525,contig_4,1,252361,0.00139596,112191945,0.620601
5x,180779525,contig_119,1,251862,0.0013932,112443807,0.621994
5x,180779525,contig_1170,1,251829,0.00139302,112695636,0.623387
5x,180779525,contig_377,1,251094,0.00138895,112946730,0.624776
5x,180779525,contig_329,1,250986,0.00138835,113197716,0.626164
5x,180779525,contig_1031,1,249556,0.00138044,113447272,0.627545
5x,180779525,contig_423,1,248941,0.00137704,113696213,0.628922
5x,180779525,contig_88,1,248333,0.00137368,113944546,0.630296
5x,180779525,contig_122,1,247863,0.00137108,114192409,0.631667
5x,180779525,contig_396,1,247019,0.00136641,114439428,0.633033
5x,180779525,contig_363,1,246368,0.00136281,114685796,0.634396
5x,180779525,contig_252,1,246182,0.00136178,114931978,0.635758
5x,180779525,contig_1059,1,244833,0.00135432,115176811,0.637112
5x,180779525,contig_568,1,238595,0.00131981,115415406,0.638432
5x,180779525,contig_463,1,235262,0.00130138,115650668,0.639733
5x,180779525,contig_457,1,235068,0.0013003,115885736,0.641034
5x,180779525,contig_154,1,234664,0.00129807,116120400,0.642332
5x,180779525,contig_319,1,233827,0.00129344,116354227,0.643625
5x,180779525,contig_132,1,232810,0.00128781,116587037,0.644913
5x,180779525,contig_1005,1,231973,0.00128318,116819010,0.646196
5x,180779525,contig_237,1,230722,0.00127626,117049732,0.647472
5x,180779525,contig_323,1,229967,0.00127209,117279699,0.648744
5x,180779525,contig_66,1,229043,0.00126697,117508742,0.650011
5x,180779525,contig_75,1,228735,0.00126527,117737477,0.651277
5x,180779525,contig_305,1,227653,0.00125929,117965130,0.652536
5x,180779525,contig_765,1,226020,0.00125025,118191150,0.653786
5x,180779525,contig_739,1,225364,0.00124662,118416514,0.655033
5x,180779525,contig_1,1,225162,0.00124551,118641676,0.656278
5x,180779525,contig_795,1,224566,0.00124221,118866242,0.65752
5x,180779525,contig_868,1,224531,0.00124202,119090773,0.658763
5x,180779525,contig_499,1,221866,0.00122727,119312639,0.65999
5x,180779525,contig_661,1,219915,0.00121648,119532554,0.661206
5x,180779525,contig_844,1,219714,0.00121537,119752268,0.662422
5x,180779525,contig_141,1,219335,0.00121327,119971603,0.663635
5x,180779525,contig_586,1,218055,0.00120619,120189658,0.664841
5x,180779525,contig_126,1,218032,0.00120607,120407690,0.666047
5x,180779525,contig_153,1,217903,0.00120535,120625593,0.667253
5x,180779525,contig_199,1,217706,0.00120426,120843299,0.668457
5x,180779525,contig_175,1,216526,0.00119774,121059825,0.669655
5x,180779525,contig_788,1,215427,0.00119166,121275252,0.670846
5x,180779525,contig_704,1,214220,0.00118498,121489472,0.672031
5x,180779525,contig_1137,1,213157,0.0011791,121702629,0.67321
5x,180779525,contig_276,1,210155,0.00116249,121912784,0.674373
5x,180779525,contig_525,1,208799,0.00115499,122121583,0.675528
5x,180779525,contig_920,1,207253,0.00114644,122328836,0.676674
5x,180779525,contig_390,1,206752,0.00114367,122535588,0.677818
5x,180779525,contig_1057,1,205815,0.00113849,122741403,0.678956
5x,180779525,contig_140,1,205791,0.00113835,122947194,0.680095
5x,180779525,contig_776,1,205331,0.00113581,123152525,0.68123
5x,180779525,contig_330,1,204892,0.00113338,123357417,0.682364
5x,180779525,contig_1097,1,203787,0.00112727,123561204,0.683491
5x,180779525,contig_761,1,201630,0.00111534,123762834,0.684606
5x,180779525,contig_1105,1,200516,0.00110917,123963350,0.685716
5x,180779525,contig_309,1,198699,0.00109912,124162049,0.686815
5x,180779525,contig_124,1,198119,0.00109592,124360168,0.687911
5x,180779525,contig_147,1,198005,0.00109528,124558173,0.689006
5x,180779525,contig_227,1,193688,0.0010714,124751861,0.690077
5x,180779525,contig_172,1,192466,0.00106464,124944327,0.691142
5x,180779525,contig_845,1,192350,0.001064,125136677,0.692206
5x,180779525,contig_6,1,191690,0.00106035,125328367,0.693266
5x,180779525,contig_855,1,190916,0.00105607,125519283,0.694322
5x,180779525,contig_881,1,190439,0.00105343,125709722,0.695376
5x,180779525,contig_693,1,189698,0.00104933,125899420,0.696425
5x,180779525,contig_838,1,188771,0.00104421,126088191,0.697469
5x,180779525,contig_420,1,188421,0.00104227,126276612,0.698512
5x,180779525,contig_894,1,187435,0.00103682,126464047,0.699549
5x,180779525,contig_567,1,187305,0.0010361,126651352,0.700585
5x,180779525,contig_963,1,186689,0.00103269,126838041,0.701617
5x,180779525,contig_912,1,184865,0.0010226,127022906,0.70264
5x,180779525,contig_609,1,184359,0.0010198,127207265,0.70366
5x,180779525,contig_578,1,184211,0.00101898,127391476,0.704679
5x,180779525,contig_530,1,183616,0.00101569,127575092,0.705694
5x,180779525,contig_298,1,183380,0.00101438,127758472,0.706709
5x,180779525,contig_596,1,182439,0.00100918,127940911,0.707718
5x,180779525,contig_897,1,182230,0.00100802,128123141,0.708726
5x,180779525,contig_311,1,180888,0.0010006,128304029,0.709727
5x,180779525,contig_745,1,180320,0.000997458,128484349,0.710724
5x,180779525,contig_706,1,180124,0.000996374,128664473,0.71172
5x,180779525,contig_872,1,180028,0.000995843,128844501,0.712716
5x,180779525,contig_896,1,179557,0.000993237,129024058,0.713709
5x,180779525,contig_854,1,178943,0.000989841,129203001,0.714699
5x,180779525,contig_625,1,178702,0.000988508,129381703,0.715688
5x,180779525,contig_811,1,177321,0.000980869,129559024,0.716669
5x,180779525,contig_1023,1,176418,0.000975874,129735442,0.717645
5x,180779525,contig_241,1,176408,0.000975818,129911850,0.71862
5x,180779525,contig_278,1,176275,0.000975083,130088125,0.719595
5x,180779525,contig_550,1,175283,0.000969595,130263408,0.720565
5x,180779525,contig_421,1,174140,0.000963273,130437548,0.721528
5x,180779525,contig_178,1,173815,0.000961475,130611363,0.72249
5x,180779525,contig_41,1,172572,0.000954599,130783935,0.723444
5x,180779525,contig_25,1,172526,0.000954345,130956461,0.724399
5x,180779525,contig_959,1,171389,0.000948055,131127850,0.725347
5x,180779525,contig_264,1,170207,0.000941517,131298057,0.726288
5x,180779525,contig_516,1,168666,0.000932993,131466723,0.727221
5x,180779525,contig_324,1,166858,0.000922992,131633581,0.728144
5x,180779525,contig_191,1,166834,0.000922859,131800415,0.729067
5x,180779525,contig_95,1,166707,0.000922156,131967122,0.729989
5x,180779525,contig_1050,1,166394,0.000920425,132133516,0.73091
5x,180779525,contig_304,1,165330,0.000914539,132298846,0.731824
5x,180779525,contig_1074,1,164863,0.000911956,132463709,0.732736
5x,180779525,contig_563,1,164779,0.000911491,132628488,0.733648
5x,180779525,contig_1096,1,164379,0.000909279,132792867,0.734557
5x,180779525,contig_766,1,163503,0.000904433,132956370,0.735461
5x,180779525,contig_1030,1,160979,0.000890471,133117349,0.736352
5x,180779525,contig_1052,1,159665,0.000883203,133277014,0.737235
5x,180779525,contig_1027,1,158812,0.000878484,133435826,0.738114
5x,180779525,contig_1033,1,157690,0.000872278,133593516,0.738986
5x,180779525,contig_877,1,156923,0.000868035,133750439,0.739854
5x,180779525,contig_192,1,156542,0.000865928,133906981,0.74072
5x,180779525,contig_913,1,155373,0.000859461,134062354,0.741579
5x,180779525,contig_1075,1,154911,0.000856906,134217265,0.742436
5x,180779525,contig_1073,1,154038,0.000852077,134371303,0.743288
5x,180779525,contig_214,1,153619,0.000849759,134524922,0.744138
5x,180779525,contig_709,1,153011,0.000846396,134677933,0.744984
5x,180779525,contig_1055,1,150400,0.000831953,134828333,0.745816
5x,180779525,contig_1111,1,150208,0.000830891,134978541,0.746647
5x,180779525,contig_1165,1,149956,0.000829497,135128497,0.747477
5x,180779525,contig_441,1,149371,0.000826261,135277868,0.748303
5x,180779525,contig_402,1,148991,0.000824159,135426859,0.749127
5x,180779525,contig_56,1,148207,0.000819822,135575066,0.749947
5x,180779525,scaffold_1084,1,148103,0.000819247,135723169,0.750766
5x,180779525,contig_729,1,147118,0.000813798,135870287,0.75158
5x,180779525,contig_694,1,146807,0.000812078,136017094,0.752392
5x,180779525,contig_558,1,145444,0.000804538,136162538,0.753197
5x,180779525,contig_395,1,144748,0.000800688,136307286,0.753997
5x,180779525,contig_223,1,143305,0.000792706,136450591,0.75479
5x,180779525,contig_950,1,141009,0.000780005,136591600,0.75557
5x,180779525,contig_475,1,139850,0.000773594,136731450,0.756344
5x,180779525,contig_357,1,138353,0.000765313,136869803,0.757109
5x,180779525,contig_301,1,138310,0.000765076,137008113,0.757874
5x,180779525,contig_968,1,138290,0.000764965,137146403,0.758639
5x,180779525,contig_503,1,137944,0.000763051,137284347,0.759402
5x,180779525,contig_322,1,137837,0.000762459,137422184,0.760165
5x,180779525,contig_253,1,137665,0.000761508,137559849,0.760926
5x,180779525,contig_933,1,137451,0.000760324,137697300,0.761686
5x,180779525,contig_1082,1,137409,0.000760092,137834709,0.762446
5x,180779525,contig_245,1,137261,0.000759273,137971970,0.763206
5x,180779525,contig_899,1,137071,0.000758222,138109041,0.763964
5x,180779525,contig_909,1,136595,0.000755589,138245636,0.76472
5x,180779525,contig_248,1,136478,0.000754942,138382114,0.765474
5x,180779525,contig_764,1,134685,0.000745024,138516799,0.76622
5x,180779525,contig_239,1,133763,0.000739923,138650562,0.766959
5x,180779525,contig_562,1,133415,0.000737998,138783977,0.767697
5x,180779525,contig_487,1,133333,0.000737545,138917310,0.768435
5x,180779525,contig_1022,1,132943,0.000735387,139050253,0.76917
5x,180779525,contig_394,1,132636,0.000733689,139182889,0.769904
5x,180779525,contig_905,1,132511,0.000732998,139315400,0.770637
5x,180779525,contig_829,1,131641,0.000728185,139447041,0.771365
5x,180779525,contig_828,1,131557,0.000727721,139578598,0.772093
5x,180779525,contig_209,1,130690,0.000722925,139709288,0.772816
5x,180779525,contig_551,1,129839,0.000718217,139839127,0.773534
5x,180779525,contig_1128,1,129558,0.000716663,139968685,0.774251
5x,180779525,contig_286,1,128503,0.000710827,140097188,0.774962
5x,180779525,contig_144,1,127999,0.000708039,140225187,0.77567
5x,180779525,contig_152,1,127808,0.000706983,140352995,0.776377
5x,180779525,contig_472,1,127677,0.000706258,140480672,0.777083
5x,180779525,contig_386,1,126855,0.000701711,140607527,0.777785
5x,180779525,contig_215,1,124590,0.000689182,140732117,0.778474
5x,180779525,contig_584,1,124478,0.000688562,140856595,0.779162
5x,180779525,contig_387,1,124435,0.000688325,140981030,0.779851
5x,180779525,contig_588,1,124087,0.0006864,141105117,0.780537
5x,180779525,contig_204,1,123879,0.000685249,141228996,0.781222
5x,180779525,contig_468,1,122985,0.000680304,141351981,0.781903
5x,180779525,contig_740,1,122860,0.000679612,141474841,0.782582
5x,180779525,contig_632,1,122730,0.000678893,141597571,0.783261
5x,180779525,contig_635,1,121382,0.000671437,141718953,0.783933
5x,180779525,contig_287,1,121361,0.00067132,141840314,0.784604
5x,180779525,contig_800,1,120142,0.000664577,141960456,0.785268
5x,180779525,contig_473,1,119475,0.000660888,142079931,0.785929
5x,180779525,contig_251,1,119019,0.000658365,142198950,0.786588
5x,180779525,contig_198,1,118594,0.000656015,142317544,0.787244
5x,180779525,contig_731,1,116584,0.000644896,142434128,0.787889
5x,180779525,contig_326,1,116414,0.000643956,142550542,0.788533
5x,180779525,contig_1042,1,115170,0.000637074,142665712,0.78917
5x,180779525,contig_213,1,115053,0.000636427,142780765,0.789806
5x,180779525,contig_808,1,114907,0.00063562,142895672,0.790442
5x,180779525,contig_724,1,114541,0.000633595,143010213,0.791075
5x,180779525,contig_535,1,114508,0.000633412,143124721,0.791709
5x,180779525,contig_726,1,112130,0.000620258,143236851,0.792329
5x,180779525,contig_85,1,111804,0.000618455,143348655,0.792947
5x,180779525,contig_589,1,111297,0.00061565,143459952,0.793563
5x,180779525,contig_290,1,111035,0.000614201,143570987,0.794177
5x,180779525,contig_889,1,110586,0.000611718,143681573,0.794789
5x,180779525,contig_751,1,110498,0.000611231,143792071,0.7954
5x,180779525,contig_1072,1,110007,0.000608515,143902078,0.796009
5x,180779525,contig_231,1,109470,0.000605544,144011548,0.796614
5x,180779525,contig_592,1,108288,0.000599006,144119836,0.797213
5x,180779525,contig_272,1,107855,0.000596611,144227691,0.79781
5x,180779525,contig_631,1,107402,0.000594105,144335093,0.798404
5x,180779525,contig_1064,1,107382,0.000593994,144442475,0.798998
5x,180779525,contig_538,1,106928,0.000591483,144549403,0.799589
5x,180779525,contig_182,1,106444,0.000588806,144655847,0.800178
5x,180779525,contig_580,1,105472,0.000583429,144761319,0.800762
5x,180779525,contig_747,1,105051,0.0005811,144866370,0.801343
5x,180779525,contig_569,1,103988,0.00057522,144970358,0.801918
5x,180779525,contig_545,1,103914,0.000574811,145074272,0.802493
5x,180779525,contig_1122,1,103540,0.000572742,145177812,0.803066
5x,180779525,contig_1049,1,103147,0.000570568,145280959,0.803636
5x,180779525,contig_579,1,103137,0.000570513,145384096,0.804207
5x,180779525,contig_373,1,102637,0.000567747,145486733,0.804774
5x,180779525,contig_449,1,102449,0.000566707,145589182,0.805341
5x,180779525,contig_1016,1,101237,0.000560003,145690419,0.805901
5x,180779525,contig_972,1,100249,0.000554537,145790668,0.806456
5x,180779525,contig_862,1,100059,0.000553486,145890727,0.807009
5x,180779525,contig_660,1,99060,0.00054796,145989787,0.807557
5x,180779525,contig_732,1,98925,0.000547214,146088712,0.808104
5x,180779525,contig_1107,1,98153,0.000542943,146186865,0.808647
5x,180779525,contig_748,1,98149,0.000542921,146285014,0.80919
5x,180779525,contig_488,1,97996,0.000542075,146383010,0.809732
5x,180779525,contig_135,1,97643,0.000540122,146480653,0.810272
5x,180779525,contig_388,1,97161,0.000537456,146577814,0.81081
5x,180779525,contig_265,1,96969,0.000536394,146674783,0.811346
5x,180779525,contig_454,1,96482,0.0005337,146771265,0.81188
5x,180779525,contig_451,1,96429,0.000533407,146867694,0.812413
5x,180779525,contig_602,1,96301,0.000532699,146963995,0.812946
5x,180779525,contig_815,1,95760,0.000529706,147059755,0.813476
5x,180779525,contig_981,1,95412,0.000527781,147155167,0.814004
5x,180779525,contig_758,1,94912,0.000525015,147250079,0.814529
5x,180779525,contig_47,1,94878,0.000524827,147344957,0.815053
5x,180779525,contig_940,1,94712,0.000523909,147439669,0.815577
5x,180779525,contig_984,1,94575,0.000523151,147534244,0.8161
5x,180779525,contig_183,1,94532,0.000522913,147628776,0.816623
5x,180779525,contig_801,1,93810,0.000518919,147722586,0.817142
5x,180779525,contig_1168,1,93697,0.000518294,147816283,0.817661
5x,180779525,contig_651,1,92830,0.000513498,147909113,0.818174
5x,180779525,contig_975,1,92486,0.000511596,148001599,0.818686
5x,180779525,contig_1104,1,92211,0.000510074,148093810,0.819196
5x,180779525,contig_1136,1,92187,0.000509942,148185997,0.819706
5x,180779525,contig_193,1,92156,0.00050977,148278153,0.820215
